Дата,Категория,Регион,Объем_потерь_кг
2021-03-31,Молочные продукты,Восток,0.0
2018-02-28,Зерновые,Восток,383.0
2021-07-31,Фрукты,Запад,286.0
2021-07-31,Молочные продукты,Север,911.0
2022-02-28,Фрукты,Запад,645.0
2022-11-30,Овощи,Восток,212.0
2022-08-31,Мясо,Восток,0.0
2024-06-30,Молочные продукты,Запад,991.0
2019-08-31,Мясо,Юг,59.0
2018-07-31,Молочные продукты,Юг,909.0
2020-04-30,Молочные продукты,Север,388.0
2018-03-31,Мясо,Юг,0.0
2018-04-30,Зерновые,Восток,727.0
2019-04-30,Молочные продукты,Юг,182.0
2022-06-30,Мясо,Восток,0.0
2019-06-30,Молочные продукты,Запад,133.0
2024-07-31,Зерновые,Юг,0.0
2024-10-31,Фрукты,Восток,0.0
2023-04-30,Зерновые,Восток,776.0
2018-06-30,Овощи,Север,0.0
2019-09-30,Молочные продукты,Запад,41.0
2024-12-31,Фрукты,Восток,494.0
2018-07-31,Овощи,Запад,551.0
2023-04-30,Овощи,Юг,16.0
2019-12-31,Молочные продукты,Север,826.0
2020-08-31,Овощи,Восток,0.0
2021-05-31,Молочные продукты,Север,278.0
2021-04-30,Молочные продукты,Юг,556.0
2022-07-31,Мясо,Юг,0.0
2020-09-30,Молочные продукты,Юг,283.0
2019-10-31,Молочные продукты,Восток,821.0
2021-07-31,Мясо,Юг,663.0
2018-06-30,Молочные продукты,Север,495.0
2020-09-30,Зерновые,Север,504.0
2020-08-31,Фрукты,Запад,503.0
2024-06-30,Овощи,Восток,178.0
2020-03-31,Молочные продукты,Север,904.0
2019-03-31,Зерновые,Юг,640.0
2020-06-30,Фрукты,Север,810.0
2020-06-30,Зерновые,Север,866.0
2023-02-28,Мясо,Восток,127.0
2020-06-30,Молочные продукты,Север,910.0
2018-12-31,Зерновые,Север,911.0
2020-06-30,Мясо,Запад,296.0
2021-01-31,Мясо,Юг,560.0
2021-07-31,Фрукты,Восток,944.0
2020-06-30,Молочные продукты,Север,736.0
2020-02-29,Овощи,Юг,278.0
2019-08-31,Фрукты,Запад,256.0
2019-08-31,Фрукты,Запад,0.0
2024-07-31,Фрукты,Север,0.0
2022-08-31,Мясо,Восток,646.0
2023-02-28,Фрукты,Запад,119.0
2019-02-28,Мясо,Запад,497.0
2024-03-31,Молочные продукты,Юг,0.0
2019-03-31,Мясо,Восток,371.0
2021-01-31,Зерновые,Север,130.0
2021-09-30,Фрукты,Север,153.0
2020-03-31,Молочные продукты,Юг,608.0
2024-05-31,Мясо,Восток,74.0
2019-04-30,Молочные продукты,Запад,767.0
2020-04-30,Овощи,Запад,405.0
2021-08-31,Фрукты,Восток,803.0
2018-08-31,Молочные продукты,Восток,291.0
2022-12-31,Зерновые,Юг,444.0
2019-03-31,Молочные продукты,Запад,795.0
2024-12-31,Мясо,Юг,55.0
2024-02-29,Овощи,Восток,884.0
2021-08-31,Фрукты,Восток,300.0
2018-08-31,Зерновые,Запад,359.0
2020-06-30,Мясо,Запад,402.0
2023-08-31,Зерновые,Запад,983.0
2023-04-30,Овощи,Юг,764.0
2023-02-28,Фрукты,Запад,670.0
2022-10-31,Зерновые,Запад,641.0
2021-03-31,Молочные продукты,Запад,509.0
2019-04-30,Фрукты,Запад,15628.0
2018-08-31,Зерновые,Восток,13806.0
2024-05-31,Зерновые,Юг,602.0
2018-12-31,Зерновые,Юг,218.0
2022-12-31,Неправильная категория,Запад,0.0
2023-10-31,Овощи,Юг,0.0
2024-04-30,Овощи,Запад,0.0
2020-08-31,Молочные продукты,Восток,178.0
2023-05-31,Мясо,Юг,156.0
2021-03-31,Овощи,Север,178.0
2022-06-30,Овощи,Север,2.0
2019-03-31,Фрукты,Восток,714.0
2018-02-28,Овощи,Юг,683.0
2022-03-31,Зерновые,Север,871.0
2022-12-31,Фрукты,Запад,0.0
2024-06-30,Фрукты,Юг,737.0
2020-10-31,Фрукты,Восток,342.0
2019-12-31,Мясо,Север,929.0
2019-06-30,Неправильная категория,Запад,27.0
2024-08-31,Мясо,Север,214.0
2024-02-29,Фрукты,Север,86.0
2023-07-31,Молочные продукты,Запад,204.0
2021-07-31,Овощи,Запад,871.0
2022-10-31,Молочные продукты,Восток,0.0
2020-06-30,Овощи,Юг,262.0
2023-06-30,Фрукты,Восток,409.0
2023-09-30,Овощи,Восток,0.0
2019-04-30,Мясо,Юг,639.0
2024-09-30,Молочные продукты,Запад,996.0
2022-08-31,Фрукты,Восток,0.0
2020-06-30,Фрукты,Восток,0.0
2018-10-31,Овощи,Запад,0.0
2023-09-30,Мясо,Восток,753.0
2024-05-31,Молочные продукты,Восток,0.0
2024-02-29,Молочные продукты,Юг,67.0
2019-05-31,Фрукты,Юг,0.0
2023-10-31,Овощи,Юг,663.0
2021-02-28,Мясо,Юг,172.0
2019-02-28,Мясо,Юг,0.0
2018-01-31,Овощи,Юг,958.0
2018-09-30,Мясо,Юг,518.0
2018-10-31,Зерновые,Север,0.0
2020-07-31,Молочные продукты,Восток,0.0
2021-03-31,Зерновые,Север,0.0
2021-04-30,Фрукты,Север,959.0
2019-04-30,Неправильная категория,Север,0.0
2020-10-31,Овощи,Запад,0.0
2023-12-31,Молочные продукты,Юг,213.0
2019-03-31,Зерновые,Юг,281.0
2020-09-30,Фрукты,Запад,155.0
2019-03-31,Зерновые,Север,649.0
2021-02-28,Фрукты,Юг,191.0
2018-01-31,Мясо,Восток,5.0
2018-07-31,Зерновые,Восток,551.0
2021-04-30,Овощи,Юг,12903.0
2021-09-30,Мясо,Север,0.0
2023-02-28,Зерновые,Юг,540.0
2022-04-30,Мясо,Север,43.0
2024-02-29,Овощи,Юг,0.0
2022-07-31,Фрукты,Восток,95.0
2019-12-31,Фрукты,Запад,490.0
2021-04-30,Фрукты,Юг,947.0
2021-01-31,Зерновые,Юг,0.0
2018-08-31,Зерновые,Восток,763.0
2018-10-31,Овощи,Север,334.0
2024-02-29,Овощи,Юг,310.0
